"V1","V2","V3"
"District 7 - Early Voting","2010","Primary"
"District 8 - Early Voting","2010","Primary"
"District 9 - Early Voting","2010","Primary"
"District 10 - Early Voting","2010","Primary"
"District 11 - Early Voting","2010","Primary"
"District 12 - Early Voting","2010","Primary"
"District 13 - Early Voting","2010","Primary"
"District 14 - Early Voting","2010","Primary"
"District 15 - Early Voting","2010","Primary"
"District 16 - Early Voting","2010","Primary"
"District 17 - Early Voting","2010","Primary"
"District 18 - Early Voting","2010","Primary"
"District 19 - Early Voting","2010","Primary"
"District 20 - Early Voting","2010","Primary"
"District 21 - Early Voting","2010","Primary"
"District 22 - Early Voting","2010","Primary"
"District 23 - Early Voting","2010","Primary"
"District 24 - Early Voting","2010","Primary"
"District 25 - Early Voting","2010","Primary"
"District 26 - Early Voting","2010","Primary"
"District 27 - Early Voting","2010","Primary"
"District 28 - Early Voting","2010","Primary"
"District 29 - Early Voting","2010","Primary"
"District 30 - Early Voting","2010","Primary"
"District 31 - Early Voting","2010","Primary"
"District 32 - Early Voting","2010","Primary"
"District 33 - Early Voting","2010","Primary"
"District 34 - Early Voting ","2010","Primary"
"District 35 - Early Voting","2010","Primary"
"District 36 - Early Voting","2010","Primary"
"District 37 - Early Voting","2010","Primary"
"District 38 - Early Voting","2010","Primary"
"District 39 - Early Voting","2010","Primary"
"District 40 - Early Voting","2010","Primary"
"Chena Lakes","2012","General"
"Eielson","2012","General"
"Moose Creek","2012","General"
"Newby","2012","General"
"North Pole","2012","General"
"Plack","2012","General"
NA,"2012","General"
"Badger No. 1","2012","General"
"Fox","2012","General"
"Steele Creek/Gilmore","2012","General"
"Steese East","2012","General"
"Steese West","2012","General"
"Two Rivers","2012","General"
"Badger No. 2","2012","General"
"Fairbanks No. 8","2012","General"
"Fairbanks No. 9","2012","General"
"Fort Wainwright","2012","General"
"Richardson","2012","General"
"Aurora","2012","General"
"Fairbanks No. 1","2012","General"
"Fairbanks No. 2","2012","General"
"Fairbanks No. 3","2012","General"
"Fairbanks No. 4","2012","General"
"Fairbanks No. 5","2012","General"
"Fairbanks No. 6","2012","General"
"Fairbanks No. 7","2012","General"
"Fairbanks No. 10","2012","General"
"Lakeview","2012","General"
"Airport","2012","General"
"Chena","2012","General"
"Farmers Loop","2012","General"
"Geist","2012","General"
"Pike","2012","General"
"Shanly","2012","General"
"University Campus","2012","General"
"University West","2012","General"
"Big Delta","2012","General"
"Delta Junction","2012","General"
"Farm Loop","2012","General"
"Fishhook","2012","General"
"Glennallen","2012","General"
"Sheep Mountain","2012","General"
"Sutton","2012","General"
"Valdez No. 1","2012","General"
"Valdez No. 2","2012","General"
"Valdez No. 3","2012","General"
"Kings Lake","2012","General"
"Houston","2012","General"
"Meadow Lakes No. 1","2012","General"
"Susitna","2012","General"
"Talkeetna","2012","General"
"Trapper Creek","2012","General"
"Willow","2012","General"
"Greater Palmer","2012","General"
"Mat-Su Campus","2012","General"
"Palmer Fishhook","2012","General"
"Trunk","2012","General"
"Seward Meridian","2012","General"
"Springer Loop","2012","General"
"Lakes","2012","General"
"Pioneer Peak","2012","General"
"Schrock","2012","General"
"Wasilla Lake","2012","General"
"Wasilla No. 1","2012","General"
"Wasilla No. 2","2012","General"
"Meadow Lakes No. 2","2012","General"
"Big Lake","2012","General"
"Snowshoe","2012","General"
"Lazy Mountain","2012","General"
"Butte","2012","General"
"Eklutna","2012","General"
"Peters Creek No. 1","2012","General"
"Peters Creek No. 2","2012","General"
"Fire Lake","2012","General"
"Chugach Park No. 1","2012","General"
"Creekside Park","2012","General"
"Muldoon No. 1","2012","General"
"Muldoon No. 2","2012","General"
"North Muldoon","2012","General"
"Russian Jack","2012","General"
"Nunaka Valley","2012","General"
"Northeast Anchorage","2012","General"
"College Gate","2012","General"
"Chester Valley","2012","General"
"Reflection Lake","2012","General"
"Wonder Park","2012","General"
"Midtown No. 1","2012","General"
"University No. 1","2012","General"
"University No. 2","2012","General"
"Far North Bicentennial","2012","General"
"East Anchorage","2012","General"
"Inlet View No. 1","2012","General"
"Turnagain No. 1","2012","General"
"Turnagain No. 2","2012","General"
"Spenard No. 1","2012","General"
"Spenard No. 2","2012","General"
"Spenard No. 3","2012","General"
"Fireweed","2012","General"
"Midtown No. 2","2012","General"
"Rogers Park","2012","General"
"Airport Heights No. 1","2012","General"
"Airport Heights No. 2","2012","General"
"Merrill Field","2012","General"
"Westchester No. 1","2012","General"
"Westchester No. 2","2012","General"
"Fairview","2012","General"
"Inlet View No. 2","2012","General"
"Conners Lake","2012","General"
"Sand Lake No. 1","2012","General"
"Sand Lake No. 2","2012","General"
"Lake Spenard","2012","General"
"Lake Hood","2012","General"
"Turnagain No. 3","2012","General"
"Turnagain No. 4","2012","General"
"Dimond No. 1","2012","General"
"Kincaid","2012","General"
"Jewel Lake No. 1","2012","General"
"Jewel Lake No. 2","2012","General"
"Campbell Lake","2012","General"
"Sand Lake No. 3","2012","General"
"Huffman No. 1","2012","General"
"Huffman No. 2","2012","General"
"Southport","2012","General"
"Bayshore","2012","General"
"Northwood","2012","General"
"Arctic","2012","General"
"Midtown No. 3","2012","General"
"Taku","2012","General"
"Campbell Creek No. 1","2012","General"
"Campbell Creek No. 2","2012","General"
"Campbell Creek No. 3","2012","General"
"Dimond No. 2","2012","General"
"Abbott Loop No. 1","2012","General"
"Abbott Loop No. 2","2012","General"
"Huffman No. 3","2012","General"
"Huffman No. 4","2012","General"
"Huffman No. 5","2012","General"
"Independence Park No. 1","2012","General"
"Independence Park No. 2","2012","General"
"East Dowling","2012","General"
"Abbott Loop No. 3","2012","General"
"Abbott Loop No. 4","2012","General"
"Lore No. 1","2012","General"
"Lore No. 2","2012","General"
"Laurel/Dowling","2012","General"
"Cheney Lake","2012","General"
"Muldoon No. 3","2012","General"
"Muldoon No. 4","2012","General"
"Scenic Park","2012","General"
"Baxter","2012","General"
"Stuckagain Heights","2012","General"
"Meadow Creek No. 1","2012","General"
"Meadow Creek No. 2","2012","General"
"Eagle River No. 1","2012","General"
"Eagle River No. 2","2012","General"
"Chugach Park No. 2","2012","General"
"Hiland","2012","General"
"Huffman No. 7","2012","General"
"Huffman No. 8","2012","General"
"Bear Valley","2012","General"
"Indian","2012","General"
"Girdwood","2012","General"
"Chugach Park No. 3","2012","General"
"Bear Creek","2012","General"
"Cooper Landing","2012","General"
"Hope","2012","General"
"Mackey Lake","2012","General"
"Moose Pass","2012","General"
"Nikiski","2012","General"
"Salamatoff","2012","General"
"Central","2012","General"
"K-Beach","2012","General"
"Kenai No. 1","2012","General"
"Kenai No. 2","2012","General"
"Kenai No. 3","2012","General"
"Soldotna","2012","General"
"Anchor Point","2012","General"
"Diamond Ridge","2012","General"
"Homer No. 1","2012","General"
"Homer No. 2","2012","General"
"Kasilof","2012","General"
"Ninilchik","2012","General"
"Lynn Canal","2012","General"
"Mendenhall Valley No. 1","2012","General"
"Mendenhall Valley No. 2","2012","General"
"Mendenhall Valley No. 3","2012","General"
"Mendenhall Valley No. 4","2012","General"
"Douglas","2012","General"
"Gustavus","2012","General"
"Juneau No. 1","2012","General"
"Juneau No. 2","2012","General"
"Juneau No. 3","2012","General"
"Lemon Creek","2012","General"
"North Douglas","2012","General"
"Skagway","2012","General"
"Ketchikan No. 1","2012","General"
"Ketchikan No. 2","2012","General"
"Ketchikan No. 3","2012","General"
"North Tongass No. 1","2012","General"
"North Tongass No. 2","2012","General"
"Saxman","2012","General"
"South Tongass","2012","General"
"Thorne Bay","2012","General"
"Wrangell","2012","General"
"Angoon","2012","General"
"Craig","2012","General"
"Haines No. 1","2012","General"
"Hoonah","2012","General"
"Hydaburg","2012","General"
"Kake","2012","General"
"Kasaan","2012","General"
"Klawock","2012","General"
"Klukwan","2012","General"
"Metlakatla","2012","General"
"Port Alexander","2012","General"
"Sitka No. 1","2012","General"
"Sitka No. 2","2012","General"
"Chiniak","2012","General"
"Cordova","2012","General"
"Flats","2012","General"
"Kodiak Island South","2012","General"
"Kodiak No. 1","2012","General"
"Kodiak No. 2","2012","General"
"Mission Road","2012","General"
"Old Harbor","2012","General"
"Ouzinkie","2012","General"
"Port Lions","2012","General"
"Tatitlek","2012","General"
"Whittier","2012","General"
"Yakutat","2012","General"
"Akiachak","2012","General"
"Akiak","2012","General"
"Aleknagik","2012","General"
"Aniak","2012","General"
"Anvik","2012","General"
"Atmautluak","2012","General"
"Chefornak","2012","General"
"Chuathbaluk","2012","General"
"Crooked Creek","2012","General"
"Dillingham","2012","General"
"Ekwok","2012","General"
"Holy Cross","2012","General"
"Kasigluk","2012","General"
"King Salmon","2012","General"
"Kipnuk","2012","General"
"Koliganek","2012","General"
"Kongiganak","2012","General"
"Kwethluk","2012","General"
"Kwigillingok","2012","General"
"Levelock","2012","General"
"Lower Kalskag","2012","General"
"Manokotak","2012","General"
"Naknek","2012","General"
"Napakiak","2012","General"
"Napaskiak","2012","General"
"New Stuyahok","2012","General"
"Newtok","2012","General"
"Nightmute","2012","General"
"Nondalton","2012","General"
"Nunapitchuk","2012","General"
"Pedro Bay","2012","General"
"Russian Mission","2012","General"
"Shageluk","2012","General"
"Sleetmute","2012","General"
"South Naknek","2012","General"
"Toksook Bay","2012","General"
"Tuluksak","2012","General"
"Tuntutuliak","2012","General"
"Tununak","2012","General"
"Tyonek","2012","General"
"Akutan","2012","General"
"Aleutians No. 1","2012","General"
"Aleutians No. 2","2012","General"
"Bethel No. 1","2012","General"
"Bethel No. 2","2012","General"
"Cold Bay","2012","General"
"Eek","2012","General"
"Goodnews Bay","2012","General"
"King Cove","2012","General"
"Mekoryuk","2012","General"
"Port Heiden","2012","General"
"Quinhagak","2012","General"
"Sand Point","2012","General"
"St. George Island","2012","General"
"St. Paul Island","2012","General"
"Togiak","2012","General"
"Anderson","2012","General"
"Cantwell","2012","General"
"Clear","2012","General"
"Denali Park","2012","General"
"Ester","2012","General"
"Goldstream No. 1","2012","General"
"Goldstream No. 2","2012","General"
"Grayling","2012","General"
"Healy","2012","General"
"Manley Hot Springs","2012","General"
"McGrath","2012","General"
"Minto","2012","General"
"Nenana","2012","General"
"Nikolai","2012","General"
"Ruby","2012","General"
"Tanana","2012","General"
"Takotna","2012","General"
"University Hills","2012","General"
"Alakanuk","2012","General"
"Chevak","2012","General"
"Emmonak","2012","General"
"Hooper Bay","2012","General"
"Kotlik","2012","General"
"Marshall","2012","General"
"Mountain Village","2012","General"
"Nunam Iqua","2012","General"
"Pilot Station","2012","General"
"Scammon Bay","2012","General"
"St. Mary's","2012","General"
"Allakaket","2012","General"
"Arctic Village","2012","General"
"Beaver","2012","General"
"Bettles","2012","General"
"Chistochina","2012","General"
"Circle","2012","General"
"Copper Center","2012","General"
"Dot Lake","2012","General"
"Eagle","2012","General"
"Fort Yukon","2012","General"
"Gakona","2012","General"
"Galena","2012","General"
"Hughes","2012","General"
"Huslia","2012","General"
"Kaltag","2012","General"
"Kenny Lake","2012","General"
"Koyukuk","2012","General"
"Mentasta","2012","General"
"Northway","2012","General"
"Nulato","2012","General"
"Stevens Village","2012","General"
"Tanacross","2012","General"
"Tetlin","2012","General"
"Tok","2012","General"
"Venetie","2012","General"
"Brevig Mission","2012","General"
"Diomede","2012","General"
"Elim","2012","General"
"Gambell","2012","General"
"Golovin","2012","General"
"Koyuk","2012","General"
"Nome No. 1","2012","General"
"Nome No. 2","2012","General"
"Savoonga","2012","General"
"Shaktoolik","2012","General"
"Shishmaref","2012","General"
"St. Michael","2012","General"
"Stebbins","2012","General"
"Teller","2012","General"
"Unalakleet","2012","General"
"Wales","2012","General"
"White Mountain","2012","General"
"Ambler","2012","General"
"Anaktuvuk Pass","2012","General"
"Atqasuk","2012","General"
"Barrow","2012","General"
"Browerville","2012","General"
"Buckland","2012","General"
"Deering","2012","General"
"Kaktovik","2012","General"
"Kiana","2012","General"
"Kivalina","2012","General"
"Kobuk","2012","General"
"Kotzebue","2012","General"
"Noatak","2012","General"
"Noorvik","2012","General"
"Nuiqsut","2012","General"
"Point Hope","2012","General"
"Point Lay","2012","General"
"Selawik","2012","General"
"Shungnak","2012","General"
"Wainwright","2012","General"
"District 1 - Absentee","2012","General"
"District 2 - Absentee","2012","General"
"District 3 - Absentee","2012","General"
"District 4 - Absentee","2012","General"
"District 5 - Absentee","2012","General"
"District 6 - Absentee","2012","General"
"District 7 - Absentee","2012","General"
"District 8 - Absentee","2012","General"
"District 9 - Absentee","2012","General"
"District 10 - Absentee","2012","General"
"District 11 - Absentee","2012","General"
"District 12 - Absentee","2012","General"
"District 13 - Absentee","2012","General"
"District 14 - Absentee","2012","General"
"District 15 - Absentee","2012","General"
"District 16 - Absentee","2012","General"
"District 17 - Absentee","2012","General"
"District 18 - Absentee","2012","General"
"District 19 - Absentee","2012","General"
"District 20 - Absentee","2012","General"
"District 21 - Absentee","2012","General"
"District 22 - Absentee","2012","General"
"District 23 - Absentee","2012","General"
"District 24 - Absentee","2012","General"
"District 25 - Absentee","2012","General"
"District 26 - Absentee","2012","General"
"District 27 - Absentee","2012","General"
"District 28 - Absentee","2012","General"
"District 29 - Absentee","2012","General"
"District 30 - Absentee","2012","General"
"District 31 - Absentee","2012","General"
"District 32 - Absentee","2012","General"
"District 33 - Absentee","2012","General"
"District 34 - Absentee","2012","General"
"District 35 - Absentee","2012","General"
"District 36 - Absentee","2012","General"
"District 37 - Absentee","2012","General"
"District 38 - Absentee","2012","General"
"District 39 - Absentee","2012","General"
"District 40 - Absentee","2012","General"
"District 1 - Question","2012","General"
"District 2 - Question","2012","General"
"District 3 - Question","2012","General"
"District 4 - Question","2012","General"
"District 5 - Question","2012","General"
"District 6 - Question","2012","General"
"District 7 - Question","2012","General"
"District 8 - Question","2012","General"
"District 9 - Question","2012","General"
"District 10 - Question","2012","General"
"District 11 - Question","2012","General"
"District 12 - Question","2012","General"
"District 13 - Question","2012","General"
"District 14 - Question","2012","General"
"District 15 - Question","2012","General"
"District 16 - Question","2012","General"
"District 17 - Question","2012","General"
"District 18 - Question","2012","General"
"District 19 - Question","2012","General"
"District 20 - Question","2012","General"
"District 21 - Question","2012","General"
"District 22 - Question","2012","General"
"District 23 - Question","2012","General"
"District 24 - Question","2012","General"
"District 25 - Question","2012","General"
"District 26 - Question","2012","General"
"District 27 - Question","2012","General"
"District 28 - Question","2012","General"
"District 29 - Question","2012","General"
"District 30 - Question","2012","General"
"District 31 - Question","2012","General"
"District 32 - Question","2012","General"
"District 33 - Question","2012","General"
"District 34- Question","2012","General"
"District 35 - Question","2012","General"
"District 36 - Question","2012","General"
"District 37 - Question","2012","General"
"District 38 - Question","2012","General"
"District 39 - Question","2012","General"
"District 40 - Question","2012","General"
"District 1 - Early Voting","2012","General"
"District 2 - Early Voting","2012","General"
"District 3 - Early Voting","2012","General"
"District 4 - Early Voting","2012","General"
"District 5 - Early Voting","2012","General"
"District 6 - Early Voting","2012","General"
"District 7 - Early Voting","2012","General"
"District 8 - Early Voting","2012","General"
"District 9 - Early Voting","2012","General"
"District 10 - Early Voting","2012","General"
"District 11 - Early Voting","2012","General"
"District 12 - Early Voting","2012","General"
"District 13 - Early Voting","2012","General"
"District 14 - Early Voting","2012","General"
"District 15 - Early Voting","2012","General"
"District 16 - Early Voting","2012","General"
"District 17 - Early Voting","2012","General"
"District 18 - Early Voting","2012","General"
"District 19 - Early Voting","2012","General"
"District 20 - Early Voting","2012","General"
"District 21 - Early Voting","2012","General"
"District 22 - Early Voting","2012","General"
"District 23 - Early Voting","2012","General"
"District 24 - Early Voting","2012","General"
"District 25 - Early Voting","2012","General"
"District 26 - Early Voting","2012","General"
"District 27 - Early Voting","2012","General"
"District 28 - Early Voting","2012","General"
"District 29 - Early Voting","2012","General"
"District 30 - Early Voting","2012","General"
"District 31 - Early Voting","2012","General"
"District 32 - Early Voting","2012","General"
"District 33 - Early Voting","2012","General"
"District 34 - Early Voting","2012","General"
"District 35 - Early Voting","2012","General"
"District 36 - Early Voting","2012","General"
"District 37 - Early Voting","2012","General"
"District 38 - Early Voting","2012","General"
"District 39 - Early Voting","2012","General"
"District 40 - Early Voting","2012","General"
"Chena Lakes","2012","Primary"
"Eielson","2012","Primary"
"Moose Creek","2012","Primary"
"Newby","2012","Primary"
"North Pole","2012","Primary"
"Plack","2012","Primary"
NA,"2012","Primary"
"Badger No. 1","2012","Primary"
"Fox","2012","Primary"
"Steele Creek/Gilmore","2012","Primary"
"Steese East","2012","Primary"
"Steese West","2012","Primary"
"Two Rivers","2012","Primary"
"Badger No. 2","2012","Primary"
"Fairbanks No. 8","2012","Primary"
"Fairbanks No. 9","2012","Primary"
"Fort Wainwright","2012","Primary"
"Richardson","2012","Primary"
"Aurora","2012","Primary"
"Fairbanks No. 1","2012","Primary"
"Fairbanks No. 2","2012","Primary"
"Fairbanks No. 3","2012","Primary"
"Fairbanks No. 4","2012","Primary"
"Fairbanks No. 5","2012","Primary"
"Fairbanks No. 6","2012","Primary"
"Fairbanks No. 7","2012","Primary"
"Fairbanks No. 10","2012","Primary"
"Lakeview","2012","Primary"
"Airport","2012","Primary"
"Chena","2012","Primary"
"Farmers Loop","2012","Primary"
"Geist","2012","Primary"
"Pike","2012","Primary"
"Shanly","2012","Primary"
"University Campus","2012","Primary"
"University West","2012","Primary"
"Big Delta","2012","Primary"
"Delta Junction","2012","Primary"
"Farm Loop","2012","Primary"
"Fishhook","2012","Primary"
"Glennallen","2012","Primary"
"Sheep Mountain","2012","Primary"
"Sutton","2012","Primary"
"Valdez No. 1","2012","Primary"
"Valdez No. 2","2012","Primary"
"Valdez No. 3","2012","Primary"
"Kings Lake","2012","Primary"
"Houston","2012","Primary"
"Meadow Lakes No. 1","2012","Primary"
"Susitna","2012","Primary"
"Talkeetna","2012","Primary"
"Trapper Creek","2012","Primary"
"Willow","2012","Primary"
"Greater Palmer","2012","Primary"
"Mat-Su Campus","2012","Primary"
"Palmer Fishhook","2012","Primary"
"Trunk","2012","Primary"
"Seward Meridian","2012","Primary"
"Springer Loop","2012","Primary"
"Lakes","2012","Primary"
"Pioneer Peak","2012","Primary"
"Schrock","2012","Primary"
"Wasilla Lake","2012","Primary"
"Wasilla No. 1","2012","Primary"
"Wasilla No. 2","2012","Primary"
"Meadow Lakes No. 2","2012","Primary"
"Big Lake","2012","Primary"
"Snowshoe","2012","Primary"
"Lazy Mountain","2012","Primary"
"Butte","2012","Primary"
"Eklutna","2012","Primary"
"Peters Creek No. 1","2012","Primary"
"Peters Creek No. 2","2012","Primary"
"Fire Lake","2012","Primary"
"Chugach Park No. 1","2012","Primary"
"Creekside Park","2012","Primary"
"Muldoon No. 1","2012","Primary"
"Muldoon No. 2","2012","Primary"
"North Muldoon","2012","Primary"
"Russian Jack","2012","Primary"
"Nunaka Valley","2012","Primary"
"Northeast Anchorage","2012","Primary"
"College Gate","2012","Primary"
"Chester Valley","2012","Primary"
"Reflection Lake","2012","Primary"
"Wonder Park","2012","Primary"
"Midtown No. 1","2012","Primary"
"University No. 1","2012","Primary"
"University No. 2","2012","Primary"
"Far North Bicentennial","2012","Primary"
"East Anchorage","2012","Primary"
"Inlet View No. 1","2012","Primary"
"Turnagain No. 1","2012","Primary"
"Turnagain No. 2","2012","Primary"
"Spenard No. 1","2012","Primary"
"Spenard No. 2","2012","Primary"
"Spenard No. 3","2012","Primary"
"Fireweed","2012","Primary"
"Midtown No. 2","2012","Primary"
"Rogers Park","2012","Primary"
"Airport Heights No. 1","2012","Primary"
"Airport Heights No. 2","2012","Primary"
"Merrill Field","2012","Primary"
"Westchester No. 1","2012","Primary"
"Westchester No. 2","2012","Primary"
"Fairview","2012","Primary"
"Inlet View No. 2","2012","Primary"
"Conners Lake","2012","Primary"
"Sand Lake No. 1","2012","Primary"
"Sand Lake No. 2","2012","Primary"
"Lake Spenard","2012","Primary"
"Lake Hood","2012","Primary"
"Turnagain No. 3","2012","Primary"
"Turnagain No. 4","2012","Primary"
"Dimond No. 1","2012","Primary"
"Kincaid","2012","Primary"
"Jewel Lake No. 1","2012","Primary"
"Jewel Lake No. 2","2012","Primary"
"Campbell Lake","2012","Primary"
"Sand Lake No. 3","2012","Primary"
"Huffman No. 1","2012","Primary"
"Huffman No. 2","2012","Primary"
"Southport","2012","Primary"
"Bayshore","2012","Primary"
"Northwood","2012","Primary"
"Arctic","2012","Primary"
"Midtown No. 3","2012","Primary"
"Taku","2012","Primary"
"Campbell Creek No. 1","2012","Primary"
"Campbell Creek No. 2","2012","Primary"
"Campbell Creek No. 3","2012","Primary"
"Dimond No. 2","2012","Primary"
"Abbott Loop No. 1","2012","Primary"
"Abbott Loop No. 2","2012","Primary"
"Huffman No. 3","2012","Primary"
"Huffman No. 4","2012","Primary"
"Huffman No. 5","2012","Primary"
"Independence Park No. 1","2012","Primary"
"Independence Park No. 2","2012","Primary"
"East Dowling","2012","Primary"
"Abbott Loop No. 3","2012","Primary"
"Abbott Loop No. 4","2012","Primary"
"Lore No. 1","2012","Primary"
"Lore No. 2","2012","Primary"
"Laurel/Dowling","2012","Primary"
"Cheney Lake","2012","Primary"
"Muldoon No. 3","2012","Primary"
"Muldoon No. 4","2012","Primary"
"Scenic Park","2012","Primary"
"Baxter","2012","Primary"
"Stuckagain Heights","2012","Primary"
"Meadow Creek No. 1","2012","Primary"
"Meadow Creek No. 2","2012","Primary"
"Eagle River No. 1","2012","Primary"
"Eagle River No. 2","2012","Primary"
"Chugach Park No. 2","2012","Primary"
"Hiland","2012","Primary"
"Huffman No. 7","2012","Primary"
"Huffman No. 8","2012","Primary"
"Bear Valley","2012","Primary"
"Indian","2012","Primary"
"Girdwood","2012","Primary"
"Chugach Park No. 3","2012","Primary"
"Bear Creek","2012","Primary"
"Cooper Landing","2012","Primary"
"Hope","2012","Primary"
"Mackey Lake","2012","Primary"
"Moose Pass","2012","Primary"
"Nikiski","2012","Primary"
"Salamatoff","2012","Primary"
"Central","2012","Primary"
"K-Beach","2012","Primary"
"Kenai No. 1","2012","Primary"
"Kenai No. 2","2012","Primary"
"Kenai No. 3","2012","Primary"
"Soldotna","2012","Primary"
"Anchor Point","2012","Primary"
"Diamond Ridge","2012","Primary"
"Homer No. 1","2012","Primary"
"Homer No. 2","2012","Primary"
"Kasilof","2012","Primary"
"Ninilchik","2012","Primary"
"Lynn Canal","2012","Primary"
"Mendenhall Valley No. 1","2012","Primary"
"Mendenhall Valley No. 2","2012","Primary"
"Mendenhall Valley No. 3","2012","Primary"
"Mendenhall Valley No. 4","2012","Primary"
"Douglas","2012","Primary"
"Gustavus","2012","Primary"
"Juneau No. 1","2012","Primary"
"Juneau No. 2","2012","Primary"
"Juneau No. 3","2012","Primary"
"Lemon Creek","2012","Primary"
"North Douglas","2012","Primary"
"Skagway","2012","Primary"
"Ketchikan No. 1","2012","Primary"
"Ketchikan No. 2","2012","Primary"
"Ketchikan No. 3","2012","Primary"
"North Tongass No. 1","2012","Primary"
"North Tongass No. 2","2012","Primary"
"Saxman","2012","Primary"
"South Tongass","2012","Primary"
"Thorne Bay","2012","Primary"
"Wrangell","2012","Primary"
"Angoon","2012","Primary"
"Craig","2012","Primary"
"Haines No. 1","2012","Primary"
"Hoonah","2012","Primary"
"Hydaburg","2012","Primary"
"Kake","2012","Primary"
"Kasaan","2012","Primary"
"Klawock","2012","Primary"
"Klukwan","2012","Primary"
"Metlakatla","2012","Primary"
"Port Alexander","2012","Primary"
"Sitka No. 1","2012","Primary"
"Sitka No. 2","2012","Primary"
"Chiniak","2012","Primary"
"Cordova","2012","Primary"
"Flats","2012","Primary"
"Kodiak Island South","2012","Primary"
"Kodiak No. 1","2012","Primary"
"Kodiak No. 2","2012","Primary"
"Mission Road","2012","Primary"
"Old Harbor","2012","Primary"
"Ouzinkie","2012","Primary"
"Port Lions","2012","Primary"
"Tatitlek","2012","Primary"
"Whittier","2012","Primary"
"Yakutat","2012","Primary"
"Akiachak","2012","Primary"
"Akiak","2012","Primary"
"Aleknagik","2012","Primary"
"Aniak","2012","Primary"
"Anvik","2012","Primary"
"Atmautluak","2012","Primary"
"Chefornak","2012","Primary"
"Chuathbaluk","2012","Primary"
"Crooked Creek","2012","Primary"
"Dillingham","2012","Primary"
"Ekwok","2012","Primary"
"Holy Cross","2012","Primary"
"Kasigluk","2012","Primary"
"King Salmon","2012","Primary"
"Kipnuk","2012","Primary"
"Koliganek","2012","Primary"
"Kongiganak","2012","Primary"
"Kwethluk","2012","Primary"
"Kwigillingok","2012","Primary"
"Levelock","2012","Primary"
"Lower Kalskag","2012","Primary"
"Manokotak","2012","Primary"
"Naknek","2012","Primary"
"Napakiak","2012","Primary"
"Napaskiak","2012","Primary"
"New Stuyahok","2012","Primary"
"Newtok","2012","Primary"
"Nightmute","2012","Primary"
"Nondalton","2012","Primary"
"Nunapitchuk","2012","Primary"
"Pedro Bay","2012","Primary"
"Russian Mission","2012","Primary"
"Shageluk","2012","Primary"
"Sleetmute","2012","Primary"
"South Naknek","2012","Primary"
"Toksook Bay","2012","Primary"
"Tuluksak","2012","Primary"
"Tuntutuliak","2012","Primary"
"Tununak","2012","Primary"
"Tyonek","2012","Primary"
"Akutan","2012","Primary"
"Aleutians No. 1","2012","Primary"
"Aleutians No. 2","2012","Primary"
"Bethel No. 1","2012","Primary"
"Bethel No. 2","2012","Primary"
"Cold Bay","2012","Primary"
"Eek","2012","Primary"
"Goodnews Bay","2012","Primary"
"King Cove","2012","Primary"
"Mekoryuk","2012","Primary"
"Port Heiden","2012","Primary"
"Quinhagak","2012","Primary"
"Sand Point","2012","Primary"
"St. George Island","2012","Primary"
"St. Paul Island","2012","Primary"
"Togiak","2012","Primary"
"Anderson","2012","Primary"
"Cantwell","2012","Primary"
"Clear","2012","Primary"
"Denali Park","2012","Primary"
"Ester","2012","Primary"
"Goldstream No. 1","2012","Primary"
"Goldstream No. 2","2012","Primary"
"Grayling","2012","Primary"
"Healy","2012","Primary"
"Manley Hot Springs","2012","Primary"
"McGrath","2012","Primary"
"Minto","2012","Primary"
"Nenana","2012","Primary"
"Nikolai","2012","Primary"
"Ruby","2012","Primary"
"Tanana","2012","Primary"
"Takotna","2012","Primary"
"University Hills","2012","Primary"
"Alakanuk","2012","Primary"
"Chevak","2012","Primary"
"Emmonak","2012","Primary"
"Hooper Bay","2012","Primary"
"Kotlik","2012","Primary"
"Marshall","2012","Primary"
"Mountain Village","2012","Primary"
"Nunam Iqua","2012","Primary"
"Pilot Station","2012","Primary"
"Scammon Bay","2012","Primary"
"St. Mary's","2012","Primary"
"Allakaket","2012","Primary"
"Arctic Village","2012","Primary"
"Beaver","2012","Primary"
"Bettles","2012","Primary"
"Chistochina","2012","Primary"
"Circle","2012","Primary"
"Copper Center","2012","Primary"
"Dot Lake","2012","Primary"
"Eagle","2012","Primary"
"Fort Yukon","2012","Primary"
"Gakona","2012","Primary"
"Galena","2012","Primary"
"Hughes","2012","Primary"
"Huslia","2012","Primary"
"Kaltag","2012","Primary"
"Kenny Lake","2012","Primary"
"Koyukuk","2012","Primary"
"Mentasta","2012","Primary"
"Northway","2012","Primary"
"Nulato","2012","Primary"
"Stevens Village","2012","Primary"
"Tanacross","2012","Primary"
"Tetlin","2012","Primary"
"Tok","2012","Primary"
"Venetie","2012","Primary"
"Brevig Mission","2012","Primary"
"Diomede","2012","Primary"
"Elim","2012","Primary"
"Gambell","2012","Primary"
"Golovin","2012","Primary"
"Koyuk","2012","Primary"
"Nome No. 1","2012","Primary"
"Nome No. 2","2012","Primary"
"Savoonga","2012","Primary"
"Shaktoolik","2012","Primary"
"Shishmaref","2012","Primary"
"St. Michael","2012","Primary"
"Stebbins","2012","Primary"
"Teller","2012","Primary"
"Unalakleet","2012","Primary"
"Wales","2012","Primary"
"White Mountain","2012","Primary"
"Ambler","2012","Primary"
"Anaktuvuk Pass","2012","Primary"
"Atqasuk","2012","Primary"
